name,imdbRating,Rotten_Tomatoes,Metacritic,imdbVotes,plot
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing(2016),,,,,
The Ridiculous 6(2015),4.8,0.0,18.0,34636.0,"A white man, Tommy, raised by Indians is approached by his long lost father who tells him he needs $50,000 or he'll die at the hands of his former gang. Tommy goes on an incredible and ridiculous journey picking up his other 5 new brothers on the way in a race to save their dad."
Sherlock Gnomes(2018),4.7,19.0,36.0,1906.0,"Garden gnomes, Gnomeo & Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments."
Deadpool(2016),8.0,83.0,65.0,708640.0,"This is the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."
American Sniper(2014),7.3,72.0,72.0,376244.0,"Chris Kyle was nothing more than a Texan man who dreamed of becoming a cowboy, but in his thirties he found out that maybe his life needed something different, something where he could express his real talent, something that could help America in its fight against terrorism. So he joined the SEALs in order to become a sniper. After marrying, Kyle and the other members of the team are called for their first tour of Iraq. Kyle's struggle isn't with his missions, but about his relationship with the reality of the war and, once returned at home, how he manages to handle it with his urban life, his wife and kids."
Goosebumps(2015),6.3,76.0,60.0,63345.0,"First this is all about monsters and any kind of supernatural .After going to a new small town,the teenager boy Zach Cooper (Dylan Minnette) he meets the beautiful girl, Hannah (Odeya Rush), living right next door. But every silver lining has a cloud, and Zach's comes when he learns that Hannah has a mysterious dad who is revealed to be R. L. Stine (Jack Black), the author of the bestselling Goosebumps series. It turns out that there is a reason why Stine is so strange... he is a prisoner of his own imagination - the monsters that his books made famous are real, and Stine protects his readers by keeping them locked up in their books. Zach unintentionally unleashes the monsters from their manuscripts and they begin to terrorize the town, it's suddenly up to Stine, Zach, Hannah, and Zach's friend Champ (Ryan Lee) they all do their best to back all of the monsters in the book."
Rambo III(1988),5.7,40.0,36.0,101894.0,"John Rambo's former Vietnam superior, Colonel Samuel Trautman, has been assigned to lead a mission to help the Mujahedeen rebels who are fighting the Soviet invasion of Afghanistan, but the Buddhist Rambo turns down Trautman's request that Rambo help out. When the mission goes belly up and Trautman is kidnapped and tortured by Russian Colonel Zaysen, Rambo launches a rescue effort and allies himself with the Mujahedeen rebels and gets their help in trying to rescue Trautman from Zaysen."
Sabrina(1995),7.7,91.0,72.0,49663.0,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work -- busily running the family corporate empire with no time for a wife and family. David is all play -- technically employed in the family business but never showing up for work, spending all his time entertaining, and having been married and divorced three times. Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who has been infatuated with David all her life, but whom David hardly notices till she goes away to Paris for two years and returns an elegant, sophisticated, beautiful woman. Suddenly, she finds she's captured David's attention, but just as she does so, she finds herself also falling in love with Linus, and she finds that Linus is also falling in love with her."
Red Tails(2012),5.9,40.0,46.0,30670.0,"Italy, 1944. As the war takes its toll on Allied forces in Europe, a squadron of black pilots known as the Tuskegee Airmen are finally given the chance to prove themselves in the sky - even as they battle discrimination on the ground. It's a tribute to the unsung heroes who rose above extraordinary challenges and ultimately soared into history."
Just Like Heaven(2005),6.7,55.0,47.0,89085.0,"Elizabeth Masterson, a dedicated doctor in San Francisco, had almost no time for anything. When her sister with two kids set her up on a date, she gets into a tragic car crash and goes into a coma. Meanwhile, a landscape architect named David Abbott moves to San Francisco and, coincidentally, into Elizabeth's apartment for rent. While at the apartment, Elizabeth's spirit haunts him. She doesn't remember who she is, who her family is or what she did - All that she remembered was her apartment and where everything was. To settle the arguments, David agrees to figure out who Elizabeth really is. When they get close to figuring out who she is, they eventually find love with one another and as they finally know who she really is, they learn that fate really has put them both together."
The Internship(2013),6.3,35.0,42.0,172384.0,"Billy (Vince Vaughn) and Nick (Owen Wilson) are salesmen whose careers have been torpedoed by the digital world. Trying to prove they are not obsolete, they defy the odds by talking their way into a coveted internship at Google, along with a battalion of brilliant college students. But, gaining entrance to this utopia is only half the battle. Now they must compete with a group of the nation's most elite, tech-savvy geniuses to prove that necessity really is the mother of re-invention."
The Flintstones in Viva Rock Vegas(2000),3.6,25.0,27.0,17381.0,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?"
Leatherheads(2008),6.0,52.0,56.0,29087.0,"A romantic comedy set against the backdrop of America's nascent pro-football league in 1925. Dodge Connolly, a charming, brash football hero, is determined to guide his team from bar brawls to packed stadiums. But after the players lose their sponsor and the entire league faces certain collapse, Dodge convinces a college football star to join his ragtag ranks. The captain hopes his latest move will help the struggling sport finally capture the country's attention. Welcome to the team Carter Rutherford, America's favorite son. A golden-boy war hero who single-handedly forced multiple German soldiers to surrender in WWI, Carter has dashing good looks and unparalleled speed on the field. This new champ is almost too good to be true, and Lexie Littleton aims to prove that's the case. A cub journalist playing in the big leagues, Lexie is a spitfire newswoman who suspects there are holes in Carter's war story. But while she digs, the two teammates start to become serious off-field rivals for her fickle affections. As the new game of pro-football becomes less like the freewheeling sport he knew and loved, Dodge must both fight to keep his guys together and to get the girl of his dreams. Finding that love and football have a surprisingly similar playbook, however, he has one maneuver he will save just for the fourth quarter..."
Life(2017),6.6,67.0,54.0,151371.0,"Six astronauts aboard the space station study a sample collected from Mars that could provide evidence for extraterrestrial life on the Red Planet. The crew determines that the sample contains a large, single-celled organism - the first example of life beyond Earth. But..things aren't always what they seem. As the crew begins to conduct research, and their methods end up having unintended consequences, the life form proves more intelligent than anyone ever expected."
Did You Hear About the Morgans?(2009),4.8,12.0,27.0,32379.0,"Meryl and Paul Morgan have separated since his infidelity. He's a Manhattan lawyer, seeking forgiveness. She's moved on, focusing on real estate sales. As he walks her to an appointment one evening, pleading his case, they witness a murder; the murderer sees them. The FBI wants them in witness protection until the killer is caught. He's already hunting them. The FBI sends them to Ray, Wyoming, a tiny ranch town, where they stay with the aging sheriff and his gun-toting wife (who's his deputy). Meryl and Paul must sort out their relationship while their New York ways bump up against those of the West. Meantime, Meryl knows two things that Paul doesn't."
"Che, El Ar the Argentine(2008)",,,,,
Sex and the City(2008),5.6,49.0,53.0,106130.0,"After moving in together in an impossibly beautiful New York apartment, Carrie Bradshaw and Mr. Big make a rather arbitrary decision to get married. The wedding itself proves to be anything but a hasty affair--the guest list quickly blooms from 75 to 200 guests, and Carrie's simple, label-less wedding gown gives way to an enormous creation that makes her look like a gigantic cream puff. An upcoming photo spread in Vogue puts the event--which will take place at the New York Public Library--squarely in the public eye. Meanwhile, Carrie's girlfriends--Samantha, the sexpot; Charlotte, the sweet naïf; and Miranda, the rigid perfectionist--could not be happier. At least, they couldn't be happier for Carrie. Charlotte still has the unrealized hope of getting pregnant. Samantha is finding a loving, committed relationship more grueling than she could have imagined. Miranda unwittingly lets her own unhappiness--created when Steve admits to cheating on her just once--spoil Carrie's. After a heated encounter with Steve, she happens to spot Mr. Big and tells him he's crazy to get married. She's really only thinking of her own marriage. But her angry remark gets Mr. Big to thinking."
Resident Evil: Afterlife(2010),5.9,22.0,37.0,146446.0,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice (Jovovich), continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap."
That's My Boy(2012),5.6,20.0,31.0,77791.0,"While still in his teens, Donny (Adam Sandler) fathered a son, Todd (Andy Samberg), and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down on the eve of his wedding when an uninvited Donny suddenly shows up. Trying desperately to reconnect with his son, Donny is now forced to deal with the repercussions of his bad parenting skills."
Devil's Advocate(1997),7.5,66.0,60.0,287515.0,"Kevin Lomax, a ruthless young Florida attorney that never lost a case, is recruited by the most powerful law firm in the world. In spite of his mother's disagreement, which compares New York City to Babylon, he accepts the offer and the money that comes along. But soon, his wife starts feeling homesick as she witnesses devilish apparitions. However, Kevin is sinking in his new cases and pays less and less attention to his wife. His boss and mentor, John Milton, seems to always know how to overcome every problem and that just freaks Kevin right off."
Ghost Rider: Spirit of Vengeance(2012),4.3,17.0,34.0,97329.0,"Johnny Blaze, a man who made a deal with the Devil who called himself Mephistopheles at the time (now Roarke), is on the run trying to make sure no-one is harmed by his alter ego, The Ghost Rider. He is approached by a Monk named Moreau who tells him that he can help be him free of the Rider, but first, he needs Johnny's help to protect a boy, whom Roarke has plans for, to help him take human form."
Dragonheart(1996),6.4,50.0,,83323.0,"The young, sickly King Einon was wounded in a battle. In order for him to survive, he is healed by Draco, a dragon. Some years later, Bowen, a dragon slayer, encounters Draco. The two team up to form a traveling duo that perform an act, but the act is only known by themselves. Bowen supposedly ""slays"" Draco and then collects a reward from the town or village that he protects by killing the dragon who had been ""terrorizing"" them. From there, Bowen and Draco must save the entire kingdom from the rule of the now evil King Einon, who is part of Draco and Draco a part of him."
After the Sunset(2004),6.3,18.0,38.0,40674.0,"After a successful last score, a master thief retires to an island paradise. His lifelong nemesis, a crafty FBI agent, washes ashore to ensure he's making good on his promise. The pair soon enters into a new game of cat-and-mouse."
Captain Corelli's Mandolin(2001),5.9,28.0,36.0,29807.0,"In 1941, Italy allies with Germany and ruthlessly conquers the much weaker country of Greece. On a remote Greek island, an Italian artillery garrison is established to maintain order. One Italian officer, Captain Corelli, adopts an attitude of mutual co-existence with the Greeks and engages in such activities as music festivals and courting the daughter of a local doctor. In 1943, however, after Italy surrenders to the Allies and changes sides in the war, Captain Corelli must defend the Greek island against a German invasion."
Into the Woods(2014),6.0,70.0,69.0,115939.0,"Into the Woods is a modern twist on the beloved Brothers Grimm fairy tales in a musical format that follows the classic tales of Cinderella, Little Red Riding Hood, Jack and the Beanstalk, and Rapunzel-all tied together by an original story involving a baker and his wife, their wish to begin a family and their interaction with the witch who has put a curse on them."
Anger Management(2003),6.2,43.0,52.0,183250.0,"Mild-mannered timid businessman Dave Buznik works for a pet clothing company out of New York City. He's got an abrasive boss named Mr. Frank Head who frequently takes credit for his work and steps on him in return. He's got a loving girlfriend, Linda, whose best friend is her condescending college ex, Andrew. But when a misunderstanding aboard an airplane goes haywire, Dave is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell, who is an unpredictable, psychopathic character. As the relationship between Dave and Buddy becomes more tense, when the unorthodox treatment wreaks havoc Dave's life, and Buddy might be the only one who can save him from a problem he recognizes right away in his patient, that could only get worse."
The Pacifier(2005),5.6,20.0,30.0,75646.0,"After a Navy SEAL fails to rescue a scientist who developed a top secret device, he is assigned to guard the man's children while searching for information on where the device may be hidden inside the house. Along the way, he must cope with rebellious teens, child care, an overbearing school official, and foreign spies also looking for it."
Walking Tall(2004),6.2,26.0,44.0,58816.0,"After eight years serving the U.S. Army Special Forces, Sergeant Chris Vaughn returns to his hometown seeking for a job in the local mill. He is informed by Sheriff Stan Watkins that the mill was closed three years ago and now the Wild Cherry Casino, owned by his former high school friend Jay Hamilton, is the major source of jobs and income to the town. Chris goes home, and meets his best-friend Ray Templeton, who organized a football game with their friends. After the game, Jay invites Chris and his friends to spend the night in his casino on him, but when Chris finds that the casino crabs dealer is cheating with loaded dice, he fights against the security men and is almost killed by them. When his nephew Pete overdosed on crystal meth sold by the security men at the casino, Chris realizes that the town is dominated by the mobsters and the corrupt sheriff and with a huge piece of wood, he breaks the casino and the criminals. He is prosecuted and in the trial, he promises to the jury and to the population that if he is acquitted, he would be a candidate for sheriff and clean up the town. Later, Sheriff Chris Vaughn has to fight against the organized crime to keep his promise."
Zhuo yao ji(2016),6.2,63.0,53.0,3442.0,"In an ancient world where monsters rule the land while humans keep to their own kingdom, a baby monster, Wuba, is born to a human father and monster queen. When mortals and creatures alike set out to capture the newborn, Wuba's adventure begins. The cute baby monster Huba is the child of a human man and a monster queen, threatened by both monster-hating humans and monsters attempting to capture the new-born in an ancient world based on medieval China."
Forrest Gump(1994),8.8,72.0,82.0,1462602.0,"Forrest Gump is a simple man with a low I.Q. but good intentions. He is running through childhood with his best and only friend Jenny. His 'mama' teaches him the ways of life and leaves him to choose his destiny. Forrest joins the army for service in Vietnam, finding new friends called Dan and Bubba, he wins medals, creates a famous shrimp fishing fleet, inspires people to jog, starts a ping-pong craze, creates the smiley, writes bumper stickers and songs, donates to people and meets the president several times. However, this is all irrelevant to Forrest who can only think of his childhood sweetheart Jenny Curran, who has messed up her life. Although in the end all he wants to prove is that anyone can love anyone."
Alvin and the Chipmunks(2007),5.2,27.0,39.0,64136.0,"In a tree farm, three musically inclined chipmunks, Alvin, Simon and Theodore, find their tree cut down and sent to Los Angeles. Once there, they meet the frustrated songwriter David Seville, and despite a poor house wrecking first impression, they impress him with their singing talent. Seeing the opportunity for success, both human and chipmunks make a pact for them to sing his songs. While that ambition proves a frustrating struggle with the difficult trio, the dream does come true after all. However, that success presents its own trials as their unscrupulous record executive, Ian Hawke, plans to break up this family to exploit the boys. Can Dave and the Chipmunks discover what they really value amid the superficial glamor around them?"
Hitch(2005),6.6,68.0,58.0,264484.0,"Alex Hitchens is ""The Date Doctor."" He helps men to land dates. Sara is a gossip columnist for a New York City tabloid. Both are very guarded around the opposite sex. Despite their natures, Alex and Sara begin a relationship. Complications ensue when Sara's latest scoop happens to be one of Alex's clients."
Meet the Parents(2000),7.0,84.0,73.0,282233.0,"A Jewish male nurse plans to ask his live-in girl friend to marry him. However, he learns that her strict father expects to be asked for his daughter's hand before she can accept. Thus begins the visit from Hell as the two travel to meet Mom and Dad, who turns out to be former CIA with a lie detector in the basement. Coincidentally, a sister also has announced her wedding to a young doctor. Of course everything that can go wrong, does, including the disappearance of Dad's beloved Himalayan cat, Jinxie."
The Pursuit of Happyness(2006),8.0,67.0,64.0,380019.0,"Based on a true story about a man named Christopher Gardner. Gardner has invested heavily in a device known as a ""Bone Density scanner"". He feels like he has made these devices. However, they do not sell as they are marginally better than the current technology at a much higher price. As Gardner tries to figure out how to sell them, his wife leaves him, he loses his house, his bank account, and credit cards. Forced to live out in the streets with his son, Gardner is now desperate to find a steady job; he takes on a job as a stockbroker, but before he can receive pay, he needs to go through 6 months of training, and to sell his devices."
Pocahontas(1995),6.7,57.0,58.0,138848.0,"This is the Disney animated tale of the romance between a young American Indian woman named Pocahontas and Capt. John Smith, who journeyed to the New World with other settlers to begin fresh lives. Her powerful father, Chief Powhatan, disapproves of their relationship and wants her to marry a native warrior. Meanwhile, Smith's fellow Englishmen hope to rob the Native Americans of their gold. Can Pocahontas' love for Smith save the day?"
Superman(1978),7.3,94.0,86.0,140284.0,"Just before the destruction of the planet Krypton, scientist Jor-El sends his infant son Kal-El on a spaceship to Earth. Raised by kindly farmers Jonathan and Martha Kent, young Clark discovers the source of his superhuman powers and moves to Metropolis to fight evil. As Superman, he battles the villainous Lex Luthor, while, as novice reporter Clark Kent, he attempts to woo co-worker Lois Lane"
The Nutty Professor(1996),5.6,64.0,62.0,95274.0,"Brilliant and obese scientist Sherman Klump invents a miraculous weight-loss solution. After a date with chemistry student Carla Purty goes badly, a depressed Klump tries the solution on himself. Though he instantly loses 250 pounds, the side effects include a second personality: an obnoxiously self-assertive braggart who calls himself Buddy Love. Buddy proves to be more popular than Sherman, but his arrogance and bad behavior quickly spiral out of control."
Fifty Shades Darker(2017),4.6,10.0,33.0,69563.0,"Christian and Ana decide to rekindle their relationship, except this time there are no more rules or punishments. As they begin to get used to their newfound relationship, Christian's past begins to haunt Ana as Christian struggles with his innermost thoughts."
Captain Phillips(2013),7.8,93.0,83.0,366817.0,"Captain Phillips is a multi-layered examination of the 2009 hijacking of the U.S. container ship Maersk Alabama by a crew of Somali pirates. It is - through director Paul Greengrass's distinctive lens - simultaneously a pulse-pounding thriller, and a complex portrait of the myriad effects of globalization. The film focuses on the relationship between the Alabama's commanding officer, Captain Richard Phillips (two time Academy Award®-winner Tom Hanks), and the Somali pirate captain, Muse (Barkhad Abdi), who takes him hostage. Phillips and Muse are set on an unstoppable collision course when Muse and his crew target Phillips' unarmed ship; in the ensuing standoff, 145 miles off the Somali coast, both men will find themselves at the mercy of forces beyond their control."
George Of The Jungle(1997),5.4,57.0,53.0,62162.0,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA."
American Wedding(2003),6.3,54.0,43.0,174949.0,"Jim Levenstein has finally found the courage to ask his girlfriend, Michelle Flaherty to marry him. She agrees to get married, but the problems don't stop there for Jim. Now along with Paul Finch and Kevin Myers, Jim must plan the wedding. Unfortunately Steve Stifler is in town and won't let the wedding go past without having some fun himself, which includes setting up a secret bachelor party."
Murder on the Orient Express(2017),6.6,57.0,52.0,132758.0,"When a murder occurs on the train he's travelling on, celebrated detective Hercule Poirot is recruited to solve the case."
The Equalizer(2014),7.2,60.0,57.0,261652.0,"In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer."
Fifty Shades Freed(2018),4.4,13.0,31.0,25086.0,"Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
Casper(1995),6.1,44.0,49.0,97939.0,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away. Ultimately, it is up to Harvey and Kat to help the ghosts cross over to the other side."
Date Night(2010),6.3,67.0,56.0,138310.0,"Phil and Claire Foster are a couple who have been married for several years. Their days consists of them taking care of their children and going to work and coming home and going to bed. But they find time to have a date night wherein they go out and spend some time together. When another couple they know announce that they're separating because they're in a rut, Phil feels that he and Claire could be too. So when date night comes Phil decides to do something different. So they go into the city and try to get into a new popular restaurant. But when it's full and still wanting to do this, Phil decides to take the reservation of a couple who doesn't show up. While they're having dinner two men approach them and instructs them to stand up and go with them. They think the men are with the restaurant and want to talk to them about taking someone else's reservation. But it appears the couple whose reservation they took crossed someone and the two men work for this person. The men are after something, but whatever it is they don't have it."
Maid in Manhattan(2002),5.1,39.0,45.0,75005.0,"Marisa Ventura is a single mother born and bred in the boroughs of New York City, who works as a maid in a first-class Manhattan hotel. By a twist of fate and mistaken identity, Marisa meets Christopher Marshall, a handsome heir to a political dynasty, who believes that she is a guest at the hotel. Fate steps in and throws the unlikely pair together for one night. When Marisa's true identity is revealed, the two find that they are worlds apart, even though the distance separating them is just a subway ride between Manhattan and the Bronx."
Crimson Tide(1995),7.3,87.0,66.0,88699.0,"When some Russian rebels takes control of some ICBM's, the Americans mobilize. Among the vessels sent is the nuclear sub, the Alabama. But before they leave they need a new X.O. and among the choices is Commander Hunter, who hasn't seen much action. But the ship's Captain, Ramsey OK's him. While on the way, there was an incident and Hunter disagreed with how Ramsey handled it, it's evident that Ramsey doesn't think much of Hunter because Hunter was college educated while Ramsey worked his way up. They're given orders to attack but when they were in the process of receiving another order, the ship's communications were damaged, so the entire message was not received. Ramsey decides to continue with their previous order while Hunter wants to reestablish contact first. That's when the two men butt heads that ends with Hunter relieving Ramsey. Later when some men die, some of the officers feel that Hunter is not up to the task so they team up to retake control. But Hunter has taken precautions."
Flightplan(2005),6.3,37.0,53.0,136675.0,"The husband of aviation engineer Kyle Pratt has just died in Berlin. Now she is flying back to New York with his coffin and their six-year-old daughter Julia. Three hours into the flight Kyle awakens to find that Julia is gone! It's a big double-decker plane, so very concerned mother has a lot of territory to cover in order to find her daughter. But as Kyle fights to discern the truth, she takes matters into her own hands."
Disclosure(1994),6.0,59.0,58.0,40100.0,"Sexual harassment is the theme, but here it is the man who is harassed by his new female boss. A high-flying executive, Meredith, is out to ruin her former lover, who she's just beaten to the top job in an electronics company, using every trick in the book."
City of Angels(1998),6.7,,54.0,102082.0,"Seth is an angel who accompanies the spirits of the recently dead to the ever after. Seth has never been human and so has has never experienced touch or taste. When in the hospital however he comes across Dr. Maggie Rice, a brilliant young heart surgeon who is devoted to her profession and her patients. Seth has the power to let himself be seen but Maggie finds him far too mysterious. Seth also meets a patient, Nathaniel Messinger, who has news for him - he too was once an angel like Seth but chose to fall to Earth and become human. Seth makes a decision on his future, which does not turn out as he had expected."
Paddington(2015),7.2,98.0,77.0,69381.0,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kind Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist."
R.V.(2006),,,,,3 families search for their perfect RV.
Stargate(1994),7.1,46.0,42.0,159013.0,"In 1928, in Egypt, a strange device is found by an expedition. In the present days, the outcast linguist Dr. Daniel Jackson is invited by a mysterious woman to decipher an ancient hieroglyph in a military facility. Soon he finds that the device was developed by an advanced civilization and opens a portal to teletransport to another planet. Dr. Jackson is invited to join a military team under the command of Colonel Jonathan 'Jack' O'Neil that will explore the new world. They find a land that recalls Egypt and humans in a primitive culture that worship and are slaves to Ra, the God of the Sun. But soon they discover the secret of the mysterious ""stargate""."
Kill Bill: Volume 1(2003),8.1,85.0,69.0,845568.0,"The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins."
Mr. Poppers's Penguins(2011),6.0,47.0,53.0,75013.0,"Tom Popper grew up having very little interaction with his father who was off exploring the world. When he grows up he spends most of time on his work and ignores his children. One day his father sends him an unusual gift: a penguin. Popper can't help but wonder why his father would send him a penguin. He tries to get rid of it, but accidentally orders five more. When his children and ex-wife show up to celebrate his son's birthday, the kids are taken with the penguins. And Popper finally gets to connect with his kids while his work suffers."
Bowfinger(1999),6.4,81.0,71.0,60655.0,"Forty-nine year old Bobby Bowfinger is the owner/president of a Hollywood-based production company, Bowfinger International Pictures. The company has yet to produce a film, Bobby's personal net worth is virtually zero, and the company only has $2,184 to its name, $1 invested into it personally by Bobby every week since he first decided he wanted to make a movie when he was a child. Bobby believes his fortunes will change when his accountant Afrim changes hats and writes a science-fiction alien invasion screenplay that Bobby thinks all studios will clamor for and has Oscar written all over it. He has a small stable of followers who support his vision in being part of this movie, which eventually includes Daisy as the lead actress, she a stereotypical small town girl looking to make it big in Hollywood. Having just arrived in town, she does not know her way around the Hollywood system,... except on her proverbial back. Bobby is not averse to telling bald-faced lies in his singular focus in getting the picture made and distributed all on this $2,184 as a starting point. It is using several of those lies that he is able to get a verbal confirmation from big studio executive Jerry Renfro to distribute the movie *if* it stars Kit Ramsey, arguably the biggest action star in the world. Using similar lies, Bobby, however, is unable to convince Kit to star in the movie. Kit, who has a weakness for the Laker Girls, is a self-absorbed and paranoid movie star whose life and thus career is largely directed behind the scenes by Terry Stricter, the head of a new age religion called MindHead. Bobby comes up with a scheme that he believes will get around Kit not agreeing to star: film Kit without him knowing that he is being filmed. The only person who knows of the scheme is Dave, Bobby's lowest of low level inside man turned cinematographer who has unofficial (i.e. technically stolen and thus free) access to studio camera equipment and general knowledge of Kit's general day-to-day movements through the studio system. Bobby is able to convince all the other actors that Kit's acting process involves he not interacting with them outside of filming the specific scenes he has with them. Part of Bobby's scheme involves using Kit's general paranoia that aliens truly are invading the planet to get his gut reactions to what is happening within the context of the script. But Bobby knows he has to get Kit to scream the closing lines of the movie ""gotcha suckas"" for the movie to be a success. Complications ensue when another of the the actors, Carol, tries to go against Bobby's policy of not making contact with Kit outside of filming, and when Bobby is required to hire a production assistant cum stunt double cum acting double, whose job in part is to stand-in for the requisite Kit Ramsey naked ass shot. Through it all, Bobby will know if he has made it in Hollywood if he gets a specific sign specifically from the heavens in the form of FedEx."
Kill Bill: Volume 2(2004),6.1,,,186.0,N/A
Tango & Cash(1989),7.2,67.0,,2525.0,"Set in Buenos Aires, Argentina, the film tells the story of director Mario Suarez's quest to make the ultimate tango film. Lonely after his wife (one of the film's stars) has left him, Mario must find the themes that will hold the film together, while simultaneously permitting his musicians and dancers the freedom of expression that is necessary to satisfy the tango-hungry Argentine audience. Things become complicated when Mario falls in love with Elena, a beautiful and talented young dancer who is the girlfriend of the powerful and dangerous Angelo Larroca, an investor in the picture. And Mario's creative vision is challenged by his investors when he plans a scene that recreates Argentina's dark years of political suppression and ""disappearances""."
Death Becomes Her(1992),6.5,,56.0,88313.0,"In 1978, in Broadway, the decadent and narcissist actress Madeline Ashton is performing Songbird, based on Tennessee Williams' Sweet Bird of Youth. Then she receives her rival Helen Sharp, who is an aspiring writer, and her fiancé Ernest Menville, who is a plastic surgeon, in her dressing-room. Soon Menville calls off his commitment with Helen and marries Madeline. Seven years later, Helen is obese in a psychiatric hospital and obsessed in seeking revenge on Madeline. In 1992, the marriage of Madeline and Menville is finished and he is no longer a surgeon but an alcoholic caretaker. Out of the blue, they are invited to a party where Helen will release her novel Forever Young and Madeline goes to a beauty shop. The owner gives a business card of the specialist in rejuvenation Lisle Von Rhuman to her. When the envious Madeline sees Helen thin in a perfect shape, she decides to seek out Lisle and buys a potion to become young again. Further, she advises that Madeline must take care of her body. Meanwhile Helen seduces Menville and they plot a scheme to kill Madeline. When Madeline comes home, she has an argument Menville and he pushes her from the staircase. She breaks her neck but becomes a living dead. When Helen arrives at Menville's house expecting that Madeline is dead, she is murdered by Madeline. But she also becomes a living dead and they conclude they need Menville to help them to maintain their bodies. But Menville wants to leave them."
Shanghai Noon(2000),6.6,79.0,77.0,105658.0,"A 19th century Western. Chon Wang is a clumsy Imperial Guard to the Emperor of China. When Princess Pei Pei is kidnapped from the Forbidden City, Wang feels personally responsible and insists on joining the guards sent to rescue the Princess, who has been whisked away to the United States. In Nevada and hot on the trail of the kidnappers, Wang is separated from the group and soon finds himself an unlikely partner with Roy O'Bannon, a small time robber with delusions of grandeur. Together, the two forge onto one misadventure after another."
Executive Decision(1996),6.4,63.0,62.0,44575.0,"Terrorists take over a 747 bound from Athens to Washington D.C., supposedly to effect the release of their leader. Intelligence expert David Grant suspects another reason and convinces the military that the 'plane should not be allowed to enter U.S. airspace. An assault mission is devised, using a specially equipped 'plane designed for mid-air crew transfers, and Grant finds himself aboard the 747 with a team of military anti-terrorists who have to defuse a bomb and overpower the terrorists."
